age,balance,housing,contact,day,duration,campaign,previous,poutcome,response,balance_housing
49,1,1,cellular,4,0.12,4,0,unknown,no,1
48,863,1,telephone,4,6.87,5,2,success,yes,863
28,891,0,telephone,4,0.57,6,0,unknown,no,0
48,428,1,cellular,4,5.78,2,2,failure,no,428
49,1133,1,cellular,4,4.85,3,0,unknown,no,1133
39,563,1,cellular,4,3.17,3,0,unknown,no,563
35,5731,1,cellular,4,2.73,2,4,other,no,5731
28,1842,1,cellular,4,1.53,2,0,unknown,no,1842
34,2187,1,cellular,4,0.43,5,0,unknown,no,2187
28,-65,1,cellular,4,1.5,4,0,unknown,no,-65
47,2010,0,telephone,4,3.7,6,0,unknown,no,0
42,10907,0,cellular,4,1.23,3,0,unknown,no,0
31,6495,0,cellular,4,6.38,2,3,failure,no,0
26,160,0,cellular,4,2.87,2,0,unknown,no,0
41,1536,0,cellular,4,0.9,2,0,unknown,no,0
44,10354,0,telephone,4,1.6,1,0,unknown,no,0
29,451,0,cellular,4,0.9,1,1,failure,no,0
26,4683,1,cellular,4,5.57,2,1,failure,no,4683
22,1925,0,cellular,4,3,1,0,unknown,no,0
36,1876,0,cellular,4,2.5,1,0,unknown,no,0
50,346,0,cellular,4,1.27,2,1,success,no,0
41,298,0,cellular,4,1.05,3,1,other,no,0
57,606,0,cellular,4,3.78,2,0,unknown,no,0
25,41,1,telephone,4,1.68,2,0,unknown,no,41
26,1153,0,cellular,4,3.97,3,0,unknown,no,0
36,218,1,cellular,4,10.32,6,0,unknown,yes,218
31,2083,1,cellular,4,3.17,3,2,other,no,2083
32,282,1,cellular,4,4.28,2,0,unknown,no,282
34,1813,0,cellular,4,6.17,5,0,unknown,no,0
33,-208,1,cellular,4,5.1,3,1,failure,no,-208
41,72,1,cellular,4,2.17,3,3,failure,no,72
36,188,1,cellular,4,17.43,3,2,success,yes,188
41,1354,1,cellular,4,1.77,2,0,unknown,no,1354
19,5368,0,cellular,4,1.28,6,0,unknown,no,0
33,661,1,cellular,4,1.5,4,3,failure,no,661
40,356,1,cellular,4,3.75,2,2,failure,no,356
33,4984,1,cellular,4,3.02,2,0,unknown,no,4984
59,3421,0,cellular,4,2.02,5,0,unknown,no,0
30,11278,0,cellular,4,4.27,3,0,unknown,no,0
42,2,1,telephone,4,5.6,9,0,unknown,no,2
19,0,0,cellular,4,1.2,4,0,unknown,no,0
51,296,1,cellular,4,3.52,5,0,unknown,no,296
45,1998,0,cellular,4,3.95,5,0,unknown,yes,0
35,520,1,cellular,4,7.63,3,5,failure,yes,520
35,17,1,cellular,4,1.83,4,0,unknown,no,17
33,850,0,cellular,4,5.4,3,0,unknown,no,0
33,5151,1,cellular,4,2.07,3,5,failure,no,5151
28,678,0,cellular,4,1.92,3,0,unknown,no,0
38,6368,1,cellular,4,15.37,4,0,unknown,yes,6368
31,2480,0,cellular,4,1.78,4,0,unknown,no,0
32,2458,1,cellular,4,1.28,2,0,unknown,no,2458
30,572,1,cellular,4,3.67,4,0,unknown,no,572
31,0,1,cellular,4,1.8,2,1,failure,no,0
33,415,0,cellular,4,1.25,5,1,other,no,0
52,876,0,cellular,4,10.02,3,0,unknown,yes,0
35,93,0,cellular,4,3.3,2,1,other,no,0
37,2939,1,cellular,4,3.18,3,0,unknown,no,2939
32,945,0,cellular,4,5.2,3,0,unknown,no,0
56,349,1,telephone,4,3.1,4,0,unknown,no,349
30,2666,0,cellular,4,13.02,3,1,success,yes,0
31,4182,1,cellular,4,5.78,2,0,unknown,yes,4182
32,141,1,cellular,4,1.3,3,9,success,no,141
28,551,0,cellular,4,4.4,3,0,unknown,no,0
45,280,1,cellular,4,9.37,3,2,other,no,280
34,308,1,cellular,4,1.32,4,4,failure,no,308
32,3271,0,cellular,4,15.82,3,0,unknown,yes,0
31,775,1,cellular,4,1.65,2,3,failure,no,775
49,207,0,telephone,4,3.02,2,0,unknown,no,0
44,163,1,cellular,4,6.07,3,0,unknown,yes,163
39,1515,1,cellular,4,13.58,6,6,failure,yes,1515
58,3658,0,cellular,4,0.92,2,0,unknown,no,0
24,99,0,cellular,4,1.08,3,3,failure,no,0
35,538,1,cellular,4,5.22,2,0,unknown,no,538
53,112,0,telephone,4,1.73,4,0,unknown,no,0
45,803,1,cellular,4,12.37,4,0,unknown,yes,803
32,119,0,cellular,4,0.33,5,0,unknown,no,0
28,3817,1,cellular,4,8.8,3,0,unknown,no,3817
31,636,1,cellular,4,5.87,4,0,unknown,yes,636
23,82,0,cellular,4,4.82,4,0,unknown,no,0
36,115,0,cellular,4,2.23,3,1,failure,no,0
33,1049,0,cellular,4,2.1,4,0,unknown,no,0
32,-148,1,cellular,4,5.43,3,15,other,no,-148
55,1199,0,telephone,4,2.65,10,0,unknown,no,0
34,1076,1,cellular,4,18.68,3,10,success,no,1076
32,400,0,cellular,4,4.47,3,0,unknown,yes,0
26,104,1,cellular,4,3.83,6,2,other,no,104
32,0,0,cellular,4,6.95,2,0,unknown,no,0
39,2454,1,cellular,4,11.93,3,2,failure,yes,2454
30,533,0,cellular,4,6.08,4,0,unknown,yes,0
63,2352,0,telephone,4,7.92,7,0,unknown,yes,0
33,11,1,cellular,4,1.73,3,0,unknown,no,11
56,9367,0,cellular,4,10.28,2,0,unknown,yes,0
57,1458,0,telephone,4,1.48,5,0,unknown,no,0
30,10884,0,cellular,4,5.55,2,0,unknown,yes,0
43,4056,0,cellular,4,0.22,6,2,failure,no,0
29,369,1,cellular,4,2.9,5,3,failure,no,369
38,47,1,cellular,4,4.8,5,0,unknown,yes,47
40,1313,1,cellular,4,2.85,4,0,unknown,no,1313
31,12857,1,telephone,4,8.05,4,2,success,yes,12857
36,3850,1,cellular,4,0.13,4,0,unknown,no,3850
43,0,0,telephone,4,0.1,4,0,unknown,no,0
24,782,0,cellular,4,0.2,7,1,other,no,0
26,237,1,cellular,4,18.18,3,0,unknown,yes,237
54,1168,0,telephone,4,2.5,5,0,unknown,no,0
37,444,0,cellular,4,17.72,5,0,unknown,yes,0
46,334,1,telephone,4,0.6,6,2,other,no,334
48,3776,0,telephone,4,4.23,4,0,unknown,no,0
51,318,0,cellular,4,0.13,3,0,unknown,no,0
34,201,0,telephone,4,0.35,5,0,unknown,no,0
30,476,0,cellular,4,1.65,4,0,unknown,no,0
36,953,1,telephone,4,5.9,2,3,other,no,953
29,9407,0,cellular,4,4.45,6,0,unknown,yes,0
53,2152,0,cellular,4,8.67,2,3,success,no,0
24,387,0,telephone,4,5.67,8,0,unknown,yes,0
25,715,0,cellular,4,4.23,4,0,unknown,no,0
34,315,0,cellular,4,1.27,4,3,success,no,0
39,11766,1,cellular,4,0.25,4,1,failure,no,11766
25,203,0,cellular,4,1.8,1,0,unknown,no,0
35,2971,0,cellular,4,7.15,4,2,failure,yes,0
57,1103,0,cellular,4,6.65,2,0,unknown,no,0
32,202,0,cellular,4,0.27,5,0,unknown,no,0
31,690,0,cellular,4,0.17,4,12,failure,no,0
33,0,1,telephone,4,0.55,7,0,unknown,no,0
26,677,0,cellular,4,6.65,1,0,unknown,no,0
43,2643,0,telephone,4,5.52,5,0,unknown,yes,0
32,2360,0,cellular,4,0.18,4,7,success,no,0
36,1227,1,cellular,4,12.92,5,3,failure,yes,1227
41,1956,0,cellular,4,1.9,6,11,other,no,0
25,4923,1,cellular,4,1.3,4,14,failure,no,4923
34,698,1,cellular,4,1.38,5,0,unknown,no,698
25,9154,1,telephone,4,0.67,5,0,unknown,no,9154
27,88,0,cellular,4,2.38,1,0,unknown,no,0
41,4047,1,cellular,4,0.23,5,1,success,no,4047
39,261,0,cellular,4,14.02,4,0,unknown,yes,0
47,668,1,cellular,4,3.83,6,2,success,no,668
30,2107,0,cellular,4,0.38,5,0,unknown,no,0
33,17946,1,cellular,4,0.25,4,6,failure,no,17946
23,0,0,telephone,4,8.77,1,0,unknown,no,0
32,388,0,telephone,4,14.1,2,0,unknown,no,0
31,236,1,telephone,4,3.52,3,0,unknown,no,236
38,2443,0,cellular,4,0.15,8,0,unknown,no,0
29,3317,0,telephone,4,10.67,7,0,unknown,yes,0
50,311,0,cellular,4,2.07,5,0,unknown,no,0
59,514,0,cellular,4,11.22,6,1,success,yes,0
31,200,1,cellular,4,6.03,5,0,unknown,no,200
32,2613,0,cellular,4,8.67,2,0,unknown,no,0
20,130,0,telephone,4,1.25,3,0,unknown,no,0
60,5041,0,cellular,4,0.13,7,1,success,no,0
46,3082,0,telephone,4,2.62,3,0,unknown,no,0
28,61,1,cellular,4,3.77,2,1,success,yes,61
35,62,1,cellular,5,3.57,4,3,success,no,62
28,4229,1,cellular,5,3.42,2,0,unknown,no,4229
59,6212,1,cellular,5,9.57,2,0,unknown,no,6212
56,2086,1,cellular,5,2.65,8,0,unknown,no,2086
32,3027,0,cellular,5,2.85,2,0,unknown,no,0
46,148,1,cellular,5,1.42,4,0,unknown,no,148
34,156,1,cellular,5,2.27,5,0,unknown,no,156
55,233,1,cellular,5,13.55,2,3,failure,no,233
50,5872,1,cellular,5,12.7,3,0,unknown,yes,5872
30,1320,1,cellular,5,2.03,3,1,failure,no,1320
37,808,0,cellular,5,0.48,4,1,failure,no,0
28,431,1,cellular,5,0.48,6,3,other,no,431
48,288,1,cellular,5,2.37,3,0,unknown,no,288
27,-289,1,cellular,5,1.57,5,0,unknown,no,-289
38,859,1,cellular,5,0.58,6,0,unknown,no,859
33,1373,1,cellular,5,0.28,5,2,failure,no,1373
40,535,1,telephone,5,0.18,6,0,unknown,no,535
35,-947,1,cellular,5,2.47,4,3,failure,no,-947
35,16,1,cellular,5,0.72,5,0,unknown,no,16
40,195,1,cellular,5,1.65,5,5,other,no,195
29,6,1,cellular,5,0.65,5,2,other,no,6
46,-582,1,cellular,5,4.08,4,9,other,no,-582
42,2133,1,cellular,5,1.48,5,0,unknown,no,2133
38,1390,1,cellular,5,1.77,4,0,unknown,no,1390
33,931,1,cellular,5,4.53,2,1,failure,no,931
46,524,1,telephone,5,0.25,7,0,unknown,no,524
34,26575,0,cellular,5,4.08,6,1,failure,no,0
35,1537,1,cellular,5,1.4,5,0,unknown,no,1537
32,290,1,cellular,5,0.3,6,0,unknown,no,290
33,346,1,cellular,5,0.4,7,2,other,no,346
47,-246,1,cellular,5,2.42,1,2,failure,no,-246
31,113,1,cellular,5,5.62,3,0,unknown,no,113
34,2,1,cellular,5,3.07,1,6,failure,no,2
45,4758,1,cellular,5,10.53,5,6,success,no,4758
35,174,1,cellular,5,1.75,1,0,unknown,no,174
24,330,1,cellular,5,5.43,1,0,unknown,no,330
29,1514,1,telephone,5,6.05,1,7,other,no,1514
46,212,1,cellular,5,5.53,1,0,unknown,no,212
28,0,1,cellular,5,5.57,1,6,failure,no,0
45,640,1,cellular,5,3.57,1,1,success,no,640
26,0,1,cellular,5,5.32,1,0,unknown,no,0
27,-72,1,cellular,5,4.6,1,9,failure,no,-72
43,994,1,cellular,5,0.85,1,0,unknown,no,994
25,0,1,cellular,5,7.68,1,0,unknown,no,0
25,443,1,cellular,5,2.22,1,0,unknown,no,443
26,4116,1,cellular,5,5.02,1,0,unknown,no,4116
34,1184,1,cellular,5,6.92,1,0,unknown,no,1184
31,10,1,cellular,5,2.78,1,0,unknown,no,10
51,734,1,cellular,5,0.28,1,0,unknown,no,734
26,3628,0,cellular,5,2.52,1,0,unknown,no,0
31,170,1,cellular,5,2.8,1,2,failure,no,170
30,0,1,cellular,5,8.25,1,0,unknown,no,0
53,321,1,cellular,5,2.05,1,0,unknown,no,321
41,5766,1,cellular,5,4.05,1,3,failure,no,5766
30,0,1,cellular,5,0.95,1,1,failure,no,0
36,80,1,cellular,5,3.9,1,4,failure,no,80
36,206,1,cellular,5,0.28,6,0,unknown,no,206
45,46,1,cellular,5,3.9,1,0,unknown,no,46
30,-111,1,cellular,5,2.57,1,0,unknown,no,-111
29,4537,1,telephone,5,0.48,1,0,unknown,no,4537
40,710,1,cellular,5,4.43,1,2,failure,no,710
53,2894,1,cellular,5,2.72,1,0,unknown,no,2894
47,3363,0,cellular,5,6.37,1,0,unknown,no,0
37,0,1,cellular,5,5.97,1,0,unknown,no,0
24,-386,1,cellular,5,3,1,0,unknown,no,-386
46,2889,1,cellular,5,8.23,1,0,unknown,yes,2889
30,80,1,cellular,5,2.42,1,4,failure,no,80
32,112,1,cellular,5,1.97,1,0,unknown,no,112
36,378,1,cellular,5,20.67,1,0,unknown,yes,378
44,-368,1,cellular,5,14.92,1,0,unknown,yes,-368
37,4430,1,cellular,5,2.92,1,0,unknown,no,4430
33,0,1,cellular,5,5.02,1,1,failure,no,0
53,431,1,cellular,5,0.92,1,1,failure,no,431
32,12,1,cellular,5,4.03,1,2,failure,no,12
55,2625,1,cellular,5,4.77,1,3,failure,no,2625
35,726,1,cellular,5,2.72,1,0,unknown,no,726
42,1272,1,cellular,5,1.95,1,1,failure,no,1272
35,188,1,cellular,5,14.38,1,8,success,yes,188
42,151,1,telephone,5,3.78,3,0,unknown,no,151
52,576,1,cellular,5,2.32,1,1,failure,no,576
43,130,0,cellular,5,2.6,1,3,failure,no,0
46,3145,1,cellular,5,0.47,1,0,unknown,no,3145
36,767,1,cellular,5,1.03,1,2,other,no,767
35,1,1,cellular,5,1.33,1,1,failure,no,1
53,513,1,cellular,5,0.28,3,0,unknown,no,513
30,61,1,cellular,5,8.75,1,0,unknown,yes,61
35,147,1,cellular,5,5.97,1,3,failure,no,147
53,258,1,cellular,5,0.8,2,0,unknown,no,258
37,288,1,cellular,5,2.65,6,0,unknown,no,288
29,0,1,cellular,5,3.12,1,1,other,no,0
41,537,1,cellular,5,3.88,1,0,unknown,no,537
35,3854,1,cellular,5,2.18,1,0,unknown,no,3854
48,0,1,cellular,5,1.58,1,0,unknown,no,0
32,52,1,cellular,5,3.13,1,0,unknown,no,52
30,0,1,cellular,5,6.35,1,7,failure,no,0
52,2549,1,cellular,5,10.07,1,0,unknown,no,2549
58,2160,1,cellular,5,18.17,1,0,unknown,yes,2160
54,714,0,cellular,5,3.75,1,0,unknown,no,0
35,561,1,cellular,5,2.8,2,0,unknown,no,561
38,930,1,cellular,5,0.77,1,0,unknown,no,930
26,784,1,cellular,5,4.12,2,2,failure,no,784
32,721,1,cellular,5,5.38,1,0,unknown,no,721
51,630,1,cellular,5,2.3,1,0,unknown,no,630
31,271,1,cellular,5,4.48,1,0,unknown,no,271
41,0,1,cellular,5,6.67,1,0,unknown,yes,0
23,336,1,cellular,5,8.33,1,0,unknown,no,336
57,0,1,cellular,5,3,1,0,unknown,no,0
26,6,1,cellular,5,2.85,1,0,unknown,no,6
59,191,1,cellular,5,4.2,1,0,unknown,no,191
47,33,1,cellular,5,4.97,1,0,unknown,no,33
25,1141,1,cellular,5,11.97,1,1,failure,no,1141
26,2572,1,cellular,5,10.33,1,0,unknown,no,2572
22,562,1,cellular,5,2.45,1,0,unknown,no,562
27,0,1,cellular,5,3.98,1,0,unknown,no,0
39,579,1,cellular,5,1.63,4,0,unknown,no,579
30,1073,1,cellular,5,18.83,4,0,unknown,no,1073
27,268,1,cellular,5,3.13,1,0,unknown,no,268
37,726,1,cellular,5,2.27,2,2,other,no,726
30,572,1,cellular,5,3.95,1,4,other,no,572
37,658,1,cellular,5,13.97,1,0,unknown,yes,658
66,10177,0,cellular,5,4.53,4,0,unknown,no,0
33,23,1,cellular,5,2.88,1,0,unknown,no,23
35,2311,1,cellular,5,10.98,1,1,failure,no,2311
29,-16,1,cellular,5,3.35,1,0,unknown,no,-16
30,182,1,cellular,5,2.38,1,1,failure,no,182
30,237,1,cellular,5,0.65,1,0,unknown,no,237
37,0,1,cellular,5,1.8,1,2,failure,no,0
41,121,1,cellular,5,7.6,1,1,failure,no,121
32,0,1,cellular,5,3.27,1,0,unknown,no,0
34,0,1,cellular,5,2.5,1,0,unknown,no,0
38,54,1,cellular,5,3.93,1,2,failure,no,54
33,30,1,telephone,5,2.08,2,0,unknown,no,30
23,-503,1,cellular,5,1.53,1,4,other,no,-503
33,210,1,cellular,5,1.4,1,1,failure,no,210
24,547,0,telephone,5,1,1,0,unknown,no,0
30,203,1,cellular,5,0.3,6,0,unknown,no,203
31,187,1,cellular,5,4.02,1,1,failure,no,187
29,-368,1,cellular,5,2.52,1,0,unknown,no,-368
33,1022,1,cellular,5,2.57,1,0,unknown,no,1022
34,188,0,cellular,5,6.65,1,0,unknown,no,0
27,376,1,cellular,5,4.55,1,0,unknown,no,376
51,2,1,cellular,5,4.92,1,0,unknown,no,2
27,77,1,cellular,5,2.05,1,0,unknown,no,77
27,1996,1,cellular,5,5.75,1,0,unknown,no,1996
25,1833,1,cellular,5,5.38,2,0,unknown,no,1833
30,6392,1,cellular,5,5.58,1,0,unknown,no,6392
32,2829,1,cellular,5,0.43,1,0,unknown,no,2829
27,740,1,cellular,5,4.9,1,0,unknown,no,740
26,18,1,cellular,5,2.3,1,0,unknown,no,18
38,2032,1,cellular,5,1.45,4,2,failure,no,2032
41,6,0,cellular,5,2.05,1,0,unknown,no,0
23,632,1,cellular,5,4.13,1,0,unknown,no,632
57,0,1,cellular,5,2.12,1,4,failure,no,0
34,1,1,cellular,5,1.77,1,3,other,no,1
33,1371,1,cellular,5,6.03,1,0,unknown,no,1371
40,47,1,cellular,5,2.65,1,1,failure,no,47
31,451,1,cellular,5,1.12,1,0,unknown,no,451
48,-513,1,cellular,5,0.9,4,1,other,no,-513
40,411,1,cellular,5,3.28,1,0,unknown,no,411
36,668,1,cellular,5,10.38,1,0,unknown,no,668
28,0,1,cellular,5,5.58,2,8,failure,no,0
27,75,1,cellular,5,5.13,1,1,failure,no,75
39,1372,1,cellular,5,3.43,1,1,failure,no,1372
43,2598,0,cellular,5,4.53,2,0,unknown,no,0
39,0,1,cellular,5,13.52,2,0,unknown,yes,0
28,112,1,cellular,5,2.42,1,0,unknown,no,112
41,257,1,cellular,5,7.37,2,0,unknown,no,257
31,196,1,cellular,5,9.47,1,7,failure,yes,196
30,253,1,cellular,5,4.32,1,0,unknown,yes,253
42,3718,1,cellular,5,0.7,1,2,failure,no,3718
27,1,1,cellular,5,0.82,2,0,unknown,no,1
56,0,1,cellular,5,5.22,1,0,unknown,no,0
46,517,1,cellular,5,0.48,3,0,unknown,no,517
28,1590,0,cellular,5,1.3,4,0,unknown,no,0
29,178,1,cellular,5,3.85,4,0,unknown,no,178
29,197,1,cellular,5,0.32,2,0,unknown,no,197
30,253,1,cellular,5,3.92,2,0,unknown,no,253
33,94,1,cellular,5,15.92,2,0,unknown,yes,94
33,12686,1,cellular,5,7.83,2,2,failure,no,12686
34,393,1,cellular,5,0.18,9,0,unknown,no,393
31,350,1,cellular,5,6.38,5,0,unknown,no,350
28,-25,1,cellular,5,0.97,2,0,unknown,no,-25
31,130,1,cellular,5,2.58,1,0,unknown,no,130
47,232,1,cellular,5,2.77,2,1,failure,no,232
39,782,1,cellular,5,9.03,4,11,other,no,782
47,-301,1,cellular,5,4.62,1,0,unknown,no,-301
33,255,1,cellular,5,3.95,4,4,failure,no,255
40,0,1,cellular,5,3.07,1,2,failure,no,0
31,3677,1,cellular,5,5.42,2,0,unknown,no,3677
32,98,1,cellular,5,6,1,2,failure,no,98
35,121,1,cellular,5,4.08,5,0,unknown,no,121
51,3921,1,cellular,5,2.8,1,0,unknown,no,3921
43,1133,1,cellular,5,2.18,1,0,unknown,no,1133
33,258,1,cellular,5,0.62,1,0,unknown,no,258
40,617,1,cellular,5,4.28,1,0,unknown,no,617
45,-11,1,cellular,5,4.12,1,0,unknown,no,-11
36,108,1,cellular,5,5.8,1,0,unknown,no,108
41,992,1,cellular,5,5.58,1,3,failure,no,992
42,0,1,cellular,5,2.12,1,0,unknown,no,0
47,1649,1,cellular,5,3.62,2,0,unknown,no,1649
41,169,1,cellular,5,1.18,1,0,unknown,no,169
35,1,1,cellular,5,0.97,1,0,unknown,no,1
32,75,0,cellular,5,1.73,3,9,failure,no,0
41,-441,1,cellular,5,5.87,1,0,unknown,no,-441
44,0,0,cellular,5,6.63,2,4,failure,no,0
32,11,1,cellular,5,6.65,1,0,unknown,no,11
35,1432,1,cellular,5,0.9,3,0,unknown,no,1432
37,686,1,cellular,5,4.22,3,2,failure,no,686
35,0,1,cellular,5,5.17,1,0,unknown,no,0
30,280,0,telephone,5,1.53,3,0,unknown,no,0
37,3043,1,cellular,5,4.15,1,1,failure,no,3043
37,-738,1,cellular,5,5.05,1,0,unknown,no,-738
37,731,1,cellular,5,2.67,1,0,unknown,no,731
43,-100,1,cellular,5,3.78,1,0,unknown,no,-100
33,415,1,cellular,5,5.27,1,4,success,no,415
54,-258,1,cellular,5,1.08,3,1,other,no,-258
31,3,1,cellular,5,0.68,1,0,unknown,no,3
35,1239,1,cellular,5,1,2,1,failure,no,1239
53,0,1,cellular,5,4.1,1,1,failure,no,0
44,38,1,cellular,5,2.62,4,0,unknown,no,38
56,170,1,cellular,5,3.33,2,4,other,no,170
43,-755,1,cellular,5,2.7,1,1,failure,no,-755
34,-258,1,cellular,5,4.32,1,0,unknown,no,-258
31,33,1,cellular,5,4.83,2,0,unknown,no,33
54,0,1,cellular,5,6.45,2,1,failure,no,0
47,57,0,cellular,5,4.22,1,1,success,no,0
35,0,0,cellular,5,1.23,1,4,failure,no,0
45,343,1,cellular,5,5.02,2,0,unknown,no,343
39,224,1,cellular,5,1.77,1,0,unknown,no,224
35,76,0,cellular,5,4.72,1,9,failure,no,0
42,89,1,cellular,5,2.65,1,0,unknown,no,89
32,-273,1,cellular,5,1.07,1,0,unknown,no,-273
53,171,1,cellular,5,5.72,4,6,other,no,171
33,1480,1,cellular,5,3.72,1,0,unknown,no,1480
51,-463,1,cellular,5,8.27,1,3,failure,no,-463
44,0,0,cellular,5,1.88,2,0,unknown,no,0
41,-298,1,cellular,5,6.62,1,0,unknown,no,-298
27,218,1,cellular,5,14.6,1,0,unknown,no,218
35,784,1,cellular,5,1.68,2,0,unknown,no,784
48,0,1,cellular,5,5.57,1,0,unknown,no,0
41,326,1,cellular,5,13.13,1,0,unknown,yes,326
47,769,1,cellular,5,3.05,1,2,failure,no,769
43,122,1,cellular,5,5.92,2,0,unknown,no,122
44,-395,1,cellular,5,14.9,1,0,unknown,yes,-395
27,2159,1,cellular,5,18.35,1,0,unknown,no,2159
39,290,1,cellular,5,2.13,1,1,other,no,290
25,293,1,telephone,5,2.83,2,0,unknown,no,293
48,-582,1,cellular,5,5.42,2,0,unknown,no,-582
43,0,1,cellular,5,2.5,2,2,failure,no,0
35,27,1,cellular,5,7.37,2,3,failure,no,27
50,716,1,cellular,5,7.4,2,0,unknown,no,716
45,7620,1,cellular,5,1.42,8,0,unknown,no,7620
46,1217,1,cellular,5,1.38,9,2,other,no,1217
55,-626,1,cellular,5,6.15,2,5,failure,no,-626
39,676,1,cellular,5,4.68,2,0,unknown,no,676
45,251,1,cellular,5,5.07,2,2,failure,no,251
32,4761,1,cellular,5,2.65,2,2,failure,no,4761
46,9328,1,cellular,5,12.08,3,0,unknown,yes,9328
38,0,1,cellular,5,4.38,2,0,unknown,no,0
33,8339,1,cellular,5,5.58,2,5,other,no,8339
30,6432,1,cellular,5,5.57,6,5,failure,no,6432
31,368,1,cellular,5,6.9,5,3,other,no,368
37,0,1,cellular,5,5.7,2,0,unknown,no,0
59,5314,1,cellular,5,3.33,3,0,unknown,no,5314
44,0,1,cellular,5,4.95,2,1,failure,no,0
34,6352,1,cellular,5,5.63,4,2,other,no,6352
30,6,1,cellular,5,4.65,2,2,failure,no,6
31,345,1,cellular,5,5.3,3,0,unknown,no,345
37,176,1,cellular,5,2.45,2,1,failure,no,176
48,2345,1,cellular,5,5.1,2,0,unknown,no,2345
35,738,1,cellular,5,1.35,9,0,unknown,no,738
51,914,1,cellular,5,2.93,2,3,failure,no,914
30,-522,1,cellular,5,11.17,2,6,failure,yes,-522
25,703,0,cellular,5,18.33,3,0,unknown,no,0
35,67,1,cellular,5,3.2,2,0,unknown,no,67
45,341,1,cellular,5,1.28,2,0,unknown,no,341
48,104,1,cellular,5,2.07,2,1,other,no,104
19,291,0,telephone,5,4.85,5,0,unknown,no,0
36,103,1,cellular,5,2.03,2,2,failure,no,103
39,519,1,cellular,5,3,3,15,failure,no,519
52,221,1,cellular,5,2.97,2,3,failure,no,221
51,565,1,cellular,5,2.62,7,3,failure,no,565
37,8564,1,cellular,5,3.52,2,1,failure,no,8564
35,1286,1,cellular,5,14.37,3,1,other,yes,1286
42,2152,1,cellular,5,5.32,2,1,failure,no,2152
61,0,0,cellular,5,4.53,3,0,unknown,no,0
24,805,1,cellular,5,2.82,2,0,unknown,no,805
40,906,1,cellular,5,1.12,4,0,unknown,no,906
43,-111,1,cellular,5,1.25,7,0,unknown,no,-111
43,305,1,cellular,5,11.23,2,4,failure,no,305
42,241,1,cellular,5,11.73,2,0,unknown,no,241
32,34,1,cellular,5,5.35,2,0,unknown,no,34
27,3160,1,cellular,5,3.48,5,1,failure,no,3160
28,6,1,cellular,5,3.52,2,23,other,no,6
53,2618,1,cellular,5,3.08,2,2,failure,no,2618
38,129,1,cellular,5,3.42,2,0,unknown,no,129
45,0,1,cellular,5,7.82,2,1,failure,no,0
43,176,1,cellular,5,4.22,2,1,failure,no,176
31,4888,1,telephone,5,7.92,4,2,failure,no,4888
41,440,1,cellular,5,8.72,1,2,failure,no,440
30,61,1,telephone,5,0.6,7,5,other,no,61
29,2799,1,cellular,5,6.18,2,0,unknown,no,2799
41,394,1,cellular,5,0.87,3,0,unknown,no,394
34,513,1,cellular,5,2.75,3,5,other,no,513
50,253,1,cellular,5,7.92,2,0,unknown,no,253
28,75,1,cellular,5,3.88,2,0,unknown,no,75
27,1993,1,cellular,5,1.7,5,0,unknown,no,1993
35,-229,1,cellular,5,2.93,1,0,unknown,no,-229
42,96,1,cellular,5,3.97,3,2,failure,no,96
47,434,1,cellular,5,4.63,1,0,unknown,no,434
31,140,1,cellular,5,1.85,1,0,unknown,no,140
54,1357,1,cellular,5,5.08,5,7,other,no,1357
30,-390,1,cellular,5,4.58,1,0,unknown,no,-390
36,-127,1,cellular,5,5.33,1,0,unknown,no,-127
33,0,1,telephone,5,6.65,2,5,other,no,0
56,0,1,telephone,5,4.32,2,0,unknown,no,0
29,150,1,cellular,5,2.75,1,0,unknown,no,150
37,597,1,cellular,5,2.1,1,0,unknown,no,597
36,7503,1,telephone,5,3.22,1,1,failure,no,7503
36,0,1,cellular,5,3.15,1,0,unknown,no,0
47,0,0,cellular,5,6.97,3,0,unknown,no,0
44,0,1,telephone,5,6.8,2,1,failure,no,0
37,0,1,cellular,5,1.23,8,11,failure,no,0
32,127,1,cellular,5,3.25,1,0,unknown,no,127
56,505,1,cellular,5,3.68,1,3,failure,no,505
46,342,1,cellular,5,1.4,1,0,unknown,no,342
29,41,1,cellular,5,2.52,1,0,unknown,no,41
38,414,1,cellular,5,2.45,1,0,unknown,no,414
30,-327,1,cellular,5,5.08,1,7,other,no,-327
35,225,1,cellular,6,2.67,7,2,failure,no,225
41,-7,1,cellular,6,1.73,2,2,failure,no,-7
39,-311,1,cellular,6,0.92,2,2,other,no,-311
37,5436,1,cellular,6,0.12,11,1,failure,no,5436
35,107,1,cellular,6,2.37,3,0,unknown,no,107
31,645,1,cellular,6,0.23,6,0,unknown,no,645
49,8545,1,cellular,6,3.32,7,1,failure,no,8545
46,523,1,cellular,6,1.75,4,2,failure,no,523
59,1064,1,cellular,6,1.47,2,0,unknown,no,1064
30,94,1,cellular,6,1.45,1,0,unknown,no,94
37,0,1,cellular,6,2.48,1,12,success,no,0
37,1222,1,cellular,6,3.43,1,0,unknown,no,1222
47,235,1,cellular,6,2.02,1,0,unknown,no,235
49,2039,1,cellular,6,7.52,1,2,failure,yes,2039
52,12,1,cellular,6,1.3,1,1,failure,no,12
35,5417,1,cellular,6,5.05,1,0,unknown,no,5417
